Grid Size,16
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,3,8,8,8,0,112.0,272.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,3,7,8,8,0,112.0,240.0,0
0,1,4,7,8,8,0,144.0,240.0,0
0,1,4,8,8,8,0,144.0,272.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,1,3,9,8,8,0,112.0,304.0,0
0,0,4,8,8,8,0,144.0,272.0,0
0,1,3,9,8,8,0,112.0,304.0,0
0,1,3,8,8,8,0,112.0,272.0,0
0,1,3,7,8,8,0,112.0,240.0,0
0,1,4,7,8,8,0,144.0,240.0,0
0,1,5,7,8,8,0,176.0,240.0,0
0,1,5,8,8,8,0,176.0,272.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,0,5,8,8,8,0,176.0,272.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,1,4,8,8,8,0,144.0,272.0,0
0,1,4,7,8,8,0,144.0,240.0,0
0,1,5,7,8,8,0,176.0,240.0,0
0,1,6,7,8,8,0,208.0,240.0,0
0,1,6,8,8,8,0,208.0,272.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,0,6,8,8,8,0,208.0,272.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,1,5,8,8,8,0,176.0,272.0,0
0,1,5,7,8,8,0,176.0,240.0,0
0,1,6,7,8,8,0,208.0,240.0,0
0,1,7,7,8,8,0,240.0,240.0,0
0,1,7,8,8,8,0,240.0,272.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,0,7,8,8,8,0,240.0,272.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,1,6,8,8,8,0,208.0,272.0,0
0,1,6,7,8,8,0,208.0,240.0,0
0,1,7,7,8,8,0,240.0,240.0,0
0,1,8,7,8,8,0,272.0,240.0,0
0,1,8,8,8,8,0,272.0,272.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,0,8,8,8,8,0,272.0,272.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,1,7,8,8,8,0,240.0,272.0,0
0,1,7,7,8,8,0,240.0,240.0,0
0,1,8,7,8,8,0,272.0,240.0,0
0,1,9,7,8,8,0,304.0,240.0,0
0,1,9,8,8,8,0,304.0,272.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,0,9,8,8,8,0,304.0,272.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,1,8,8,8,8,0,272.0,272.0,0
0,1,8,7,8,8,0,272.0,240.0,0
0,1,9,7,8,8,0,304.0,240.0,0
0,1,10,7,8,8,0,336.0,240.0,0
0,1,10,8,8,8,0,336.0,272.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,0,10,8,8,8,0,336.0,272.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,1,9,8,8,8,0,304.0,272.0,0
0,1,9,7,8,8,0,304.0,240.0,0
0,1,10,7,8,8,0,336.0,240.0,0
0,1,11,7,8,8,0,368.0,240.0,0
0,1,11,8,8,8,0,368.0,272.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,0,11,8,8,8,0,368.0,272.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,1,10,8,8,8,0,336.0,272.0,0
0,1,10,7,8,8,0,336.0,240.0,0
0,1,11,7,8,8,0,368.0,240.0,0
0,1,12,7,8,8,0,400.0,240.0,0
0,1,12,8,8,8,0,400.0,272.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,0,12,8,8,8,0,400.0,272.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,1,11,8,8,8,0,368.0,272.0,0
0,1,11,7,8,8,0,368.0,240.0,0
0,1,12,7,8,8,0,400.0,240.0,0
0,1,13,7,8,8,0,432.0,240.0,0
0,1,13,8,8,8,0,432.0,272.0,0
0,1,13,9,8,8,0,432.0,304.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,0,13,8,8,8,0,432.0,272.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,1,12,8,8,8,0,400.0,272.0,0
0,1,12,7,8,8,0,400.0,240.0,0
0,1,13,7,8,8,0,432.0,240.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,13,9,8,8,0,432.0,304.0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,3,9,8,8,0,112.0,304.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,3,8,8,8,0,112.0,272.0,0
0,1,4,8,8,8,0,144.0,272.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,1,3,10,8,8,0,112.0,336.0,0
0,0,4,9,8,8,0,144.0,304.0,0
0,1,3,10,8,8,0,112.0,336.0,0
0,1,3,9,8,8,0,112.0,304.0,0
0,1,3,8,8,8,0,112.0,272.0,0
0,1,4,8,8,8,0,144.0,272.0,0
0,1,5,8,8,8,0,176.0,272.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,0,5,9,8,8,0,176.0,304.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,1,4,8,8,8,0,144.0,272.0,0
0,1,5,8,8,8,0,176.0,272.0,0
0,1,6,8,8,8,0,208.0,272.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,0,6,9,8,8,0,208.0,304.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,1,5,8,8,8,0,176.0,272.0,0
0,1,6,8,8,8,0,208.0,272.0,0
0,1,7,8,8,8,0,240.0,272.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,0,7,9,8,8,0,240.0,304.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,1,6,8,8,8,0,208.0,272.0,0
0,1,7,8,8,8,0,240.0,272.0,0
0,1,8,8,8,8,0,272.0,272.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,0,8,9,8,8,0,272.0,304.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,1,7,8,8,8,0,240.0,272.0,0
0,1,8,8,8,8,0,272.0,272.0,0
0,1,9,8,8,8,0,304.0,272.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,0,9,9,8,8,0,304.0,304.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,1,8,8,8,8,0,272.0,272.0,0
0,1,9,8,8,8,0,304.0,272.0,0
0,1,10,8,8,8,0,336.0,272.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,0,10,9,8,8,0,336.0,304.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,1,9,8,8,8,0,304.0,272.0,0
0,1,10,8,8,8,0,336.0,272.0,0
0,1,11,8,8,8,0,368.0,272.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,0,11,9,8,8,0,368.0,304.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,1,10,8,8,8,0,336.0,272.0,0
0,1,11,8,8,8,0,368.0,272.0,0
0,1,12,8,8,8,0,400.0,272.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,1,12,10,8,8,0,400.0,336.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,0,12,9,8,8,0,400.0,304.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,1,11,8,8,8,0,368.0,272.0,0
0,1,12,8,8,8,0,400.0,272.0,0
0,1,13,8,8,8,0,432.0,272.0,0
0,1,13,9,8,8,0,432.0,304.0,0
0,1,13,10,8,8,0,432.0,336.0,0
0,1,12,10,8,8,0,400.0,336.0,0
0,0,13,9,8,8,0,432.0,304.0,0
0,1,12,10,8,8,0,400.0,336.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,1,12,8,8,8,0,400.0,272.0,0
0,1,13,8,8,8,0,432.0,272.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,13,10,8,8,0,432.0,336.0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,3,10,8,8,0,112.0,336.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,3,9,8,8,0,112.0,304.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,1,4,11,8,8,0,144.0,368.0,0
0,1,3,11,8,8,0,112.0,368.0,0
0,0,4,10,8,8,0,144.0,336.0,0
0,1,3,11,8,8,0,112.0,368.0,0
0,1,3,10,8,8,0,112.0,336.0,0
0,1,3,9,8,8,0,112.0,304.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,1,4,11,8,8,0,144.0,368.0,0
0,0,5,10,8,8,0,176.0,336.0,0
0,1,4,11,8,8,0,144.0,368.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,1,4,9,8,8,0,144.0,304.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,0,6,10,8,8,0,208.0,336.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,1,5,9,8,8,0,176.0,304.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,0,7,10,8,8,0,240.0,336.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,1,6,9,8,8,0,208.0,304.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,0,8,10,8,8,0,272.0,336.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,1,7,9,8,8,0,240.0,304.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,0,9,10,8,8,0,304.0,336.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,1,8,9,8,8,0,272.0,304.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,1,10,11,8,8,0,336.0,368.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,0,10,10,8,8,0,336.0,336.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,1,9,9,8,8,0,304.0,304.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,1,11,11,8,8,0,368.0,368.0,0
0,1,10,11,8,8,0,336.0,368.0,0
0,0,11,10,8,8,0,368.0,336.0,0
0,1,10,11,8,8,0,336.0,368.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,1,10,9,8,8,0,336.0,304.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,1,12,10,8,8,0,400.0,336.0,0
0,1,12,11,8,8,0,400.0,368.0,0
0,1,11,11,8,8,0,368.0,368.0,0
0,0,12,10,8,8,0,400.0,336.0,0
0,1,11,11,8,8,0,368.0,368.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,1,11,9,8,8,0,368.0,304.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,1,13,9,8,8,0,432.0,304.0,0
0,1,13,10,8,8,0,432.0,336.0,0
1,1,0,0,0,0,0,0,0,0
0,1,12,11,8,8,0,400.0,368.0,0
0,0,13,10,8,8,0,432.0,336.0,0
0,1,12,11,8,8,0,400.0,368.0,0
0,1,12,10,8,8,0,400.0,336.0,0
0,1,12,9,8,8,0,400.0,304.0,0
0,1,13,9,8,8,0,432.0,304.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,3,11,8,8,0,112.0,368.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,3,10,8,8,0,112.0,336.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,1,4,11,8,8,0,144.0,368.0,0
0,1,4,12,8,8,0,144.0,400.0,0
1,1,0,0,0,0,0,0,0,0
0,0,4,11,8,8,0,144.0,368.0,0
1,1,0,0,0,0,0,0,0,0
0,1,3,11,8,8,0,112.0,368.0,0
0,1,3,10,8,8,0,112.0,336.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,1,5,12,8,8,0,176.0,400.0,0
0,1,4,12,8,8,0,144.0,400.0,0
0,0,5,11,8,8,0,176.0,368.0,0
0,1,4,12,8,8,0,144.0,400.0,0
0,1,4,11,8,8,0,144.0,368.0,0
0,1,4,10,8,8,0,144.0,336.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,1,5,12,8,8,0,176.0,400.0,0
0,0,6,11,8,8,0,208.0,368.0,0
0,1,5,12,8,8,0,176.0,400.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,1,5,10,8,8,0,176.0,336.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,0,7,11,8,8,0,240.0,368.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,1,6,10,8,8,0,208.0,336.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,0,8,11,8,8,0,272.0,368.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,1,7,10,8,8,0,240.0,336.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,1,9,12,8,8,0,304.0,400.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,0,9,11,8,8,0,304.0,368.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,1,8,10,8,8,0,272.0,336.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,1,10,11,8,8,0,336.0,368.0,0
0,1,10,12,8,8,0,336.0,400.0,0
0,1,9,12,8,8,0,304.0,400.0,0
0,0,10,11,8,8,0,336.0,368.0,0
0,1,9,12,8,8,0,304.0,400.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,1,9,10,8,8,0,304.0,336.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,1,11,11,8,8,0,368.0,368.0,0
1,1,0,0,0,0,0,0,0,0
0,1,10,12,8,8,0,336.0,400.0,0
0,0,11,11,8,8,0,368.0,368.0,0
0,1,10,12,8,8,0,336.0,400.0,0
0,1,10,11,8,8,0,336.0,368.0,0
0,1,10,10,8,8,0,336.0,336.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,1,12,10,8,8,0,400.0,336.0,0
0,1,12,11,8,8,0,400.0,368.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,12,11,8,8,0,400.0,368.0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,11,8,8,0,368.0,368.0,0
0,1,11,10,8,8,0,368.0,336.0,0
0,1,12,10,8,8,0,400.0,336.0,0
0,1,13,10,8,8,0,432.0,336.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,4,12,8,8,0,144.0,400.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,3,11,8,8,0,112.0,368.0,0
0,1,4,11,8,8,0,144.0,368.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,1,5,12,8,8,0,176.0,400.0,0
0,1,5,13,8,8,0,176.0,432.0,0
1,1,0,0,0,0,0,0,0,0
0,0,5,12,8,8,0,176.0,400.0,0
1,1,0,0,0,0,0,0,0,0
0,1,4,12,8,8,0,144.0,400.0,0
0,1,4,11,8,8,0,144.0,368.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,1,6,13,8,8,0,208.0,432.0,0
0,1,5,13,8,8,0,176.0,432.0,0
0,0,6,12,8,8,0,208.0,400.0,0
0,1,5,13,8,8,0,176.0,432.0,0
0,1,5,12,8,8,0,176.0,400.0,0
0,1,5,11,8,8,0,176.0,368.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,1,7,13,8,8,0,240.0,432.0,0
0,1,6,13,8,8,0,208.0,432.0,0
0,0,7,12,8,8,0,240.0,400.0,0
0,1,6,13,8,8,0,208.0,432.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,1,6,11,8,8,0,208.0,368.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,1,8,13,8,8,0,272.0,432.0,0
0,1,7,13,8,8,0,240.0,432.0,0
0,0,8,12,8,8,0,272.0,400.0,0
0,1,7,13,8,8,0,240.0,432.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,1,7,11,8,8,0,240.0,368.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,1,9,12,8,8,0,304.0,400.0,0
0,1,9,13,8,8,0,304.0,432.0,0
0,1,8,13,8,8,0,272.0,432.0,0
0,0,9,12,8,8,0,304.0,400.0,0
0,1,8,13,8,8,0,272.0,432.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,1,8,11,8,8,0,272.0,368.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,1,10,11,8,8,0,336.0,368.0,0
0,1,10,12,8,8,0,336.0,400.0,0
1,1,0,0,0,0,0,0,0,0
0,1,9,13,8,8,0,304.0,432.0,0
0,0,10,12,8,8,0,336.0,400.0,0
0,1,9,13,8,8,0,304.0,432.0,0
0,1,9,12,8,8,0,304.0,400.0,0
0,1,9,11,8,8,0,304.0,368.0,0
0,1,10,11,8,8,0,336.0,368.0,0
0,1,11,11,8,8,0,368.0,368.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,5,13,8,8,0,176.0,432.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,4,12,8,8,0,144.0,400.0,0
0,1,5,12,8,8,0,176.0,400.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,1,6,13,8,8,0,208.0,432.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,6,13,8,8,0,208.0,432.0,0
1,1,0,0,0,0,0,0,0,0
0,1,5,13,8,8,0,176.0,432.0,0
0,1,5,12,8,8,0,176.0,400.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,1,7,13,8,8,0,240.0,432.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,7,13,8,8,0,240.0,432.0,0
1,1,0,0,0,0,0,0,0,0
0,1,6,13,8,8,0,208.0,432.0,0
0,1,6,12,8,8,0,208.0,400.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,1,8,13,8,8,0,272.0,432.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,8,13,8,8,0,272.0,432.0,0
1,1,0,0,0,0,0,0,0,0
0,1,7,13,8,8,0,240.0,432.0,0
0,1,7,12,8,8,0,240.0,400.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,1,9,12,8,8,0,304.0,400.0,0
0,1,9,13,8,8,0,304.0,432.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,9,13,8,8,0,304.0,432.0,0
1,1,0,0,0,0,0,0,0,0
0,1,8,13,8,8,0,272.0,432.0,0
0,1,8,12,8,8,0,272.0,400.0,0
0,1,9,12,8,8,0,304.0,400.0,0
0,1,10,12,8,8,0,336.0,400.0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
